model_name,url,metadata_field,findability,annot_missing,value_annot,value_pred,rouge,levenshtein,domain,provider,name
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Description,1,False,"An ecotope is an ecomorphological, landscape mappable unit. The ecotope system is classified based on the criteria height, current velocity, wave height, drying period, geomorphology, salinity and sediment composition. With the ecotope classification, gradual transitions in these variables are converted into discrete, mappable units. Changes in ecologically relevant changes in current velocity etc. are thus clearly quantifiable and can be used for explorations, planning studies and evaluations of construction and management.",Waddenregister is a GeoNetwork‑based portal for sharing geographically referenced thematic information about the Wadden Sea region.,0.06818181818181819,0.1754716981132075,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
GPT-OSS 120B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Description,1,False,"The Dutch forest reserves network encompasses about 60 forest reserves representing all major forest types in the Netherlands. The reserves were designated between 1983 and 2000. The present Access-database presents all measurements (mostly between 1982 and 2005) on trees and regeneration in circular sample plots throughout the reserves and in a one ha rectangular core area in each reserve. The data set also includes map data at the reserve level (such as reserve boundaries, samples plots and core areas) and of GIS files derived from tree measurements in the core area.","The dataset contains measurements of trees and regeneration from 1982‑2005 for about 60 forest reserves across the Netherlands, together with reserve‑level map and GIS files.",0.20168067226890754,0.22086956521739132,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Description,1,False,"For the proper management of areas such as the Wadden Sea, a consistent and unambiguous insight into the changes in the various landscape units is of great importance. One of the ways to make changes in ecosystems and landscapes visible is with ecotope maps. Ecotopes are “spatially delimited ecological units, the composition and development of which are determined by abiotic, biotic and anthropogenic conditions on site. An ecotope is a recognizable, more or less homogeneous landscape unit.” (Bouma et al., 2005). Ecotope maps are derived from a number of underlying maps of mainly physical factors, which together determine the characteristics of an ecotope. In the Netherlands, the RijksWateren-EcotopenStelsel (RWES) developed by Rijkswaterstaat is used, which has been elaborated for salt waters in the Zoute wateren EcotopenStelsel.",N/A,0.015503875968992248,0.0011890606420927874,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
GPT-OSS 120B,https://zenodo.org/records/8319440,Description,1,False,"This dataset comprises high-resolution land use data downscaled from LUH2 scenarios for Belgium at both 10 m and 100 m resolutions. These datasets were generated based on research conducted by Rashidi et al. in 2023 and published in the Land Journal. We employed the GLOBIO land allocation routine to downscale fractional land use data, originally at a 0.25 deg resolution (approximately 25 km), into discrete land use maps at 10 m and 100 m resolutions. This process utilized three distinct reference land cover maps: ESA WorldCover at 10 m resolution, ESA WorldCover upscaled to 100 m resolution, and CORINE land cover at 100 m resolution. During the downsizing process, we considered three SSP-RCP scenarios to model land use trends for both the present and the year 2050 on a national scale in Belgium. Key components of the model included regional land use demand, an assessment of grid cells suitability for various land use types, and a reference land cover map. It is important to note that the classification system used in the reference maps differs from that of LUH2. To ensure comparability for land use simulations, we conducted a reclassification process following the methodologies outlined by Pérez-Hoyos et al. (2012), Dong et al. (2018), and Liao et al. (2020). This reclassification consolidated land use classes, except for water, into seven general categories: 1) urban, 2) cropland, 3) pasture, 4) forestry, 5) secondary vegetation, 6) undefined, and 7) natural. The raw data consists of three folders corresponding to the three reference maps, each containing four TIFF files (.tif), one for each scenario type.",A high‑resolution land‑use dataset for Belgium downscaled from LUH2 scenarios at 10 m and 100 m resolutions,0.10489510489510488,0.05936352509179932,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
GPT-OSS 120B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Distribution access URL,2,False,https://doi.org/10.5281/zenodo.10884235,N/A,0.0,0.02564102564102566,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
GPT-OSS 120B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Distribution access URL,2,False,https://doi.org/10.5281/zenodo.5887415,N/A,0.0,0.02631578947368418,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Distribution access URL,2,False,https://www.investeringskaderwaddengebied.nl/wp-content/uploads/2025/04/Waddenbalans-2024.def_.pdf,N/A,0.0,0.010204081632653073,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
GPT-OSS 120B,https://zenodo.org/records/11440456,Distribution access URL,1,False,https://doi.org/10.5281/zenodo.11440456,N/A,0.0,0.02564102564102566,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
GPT-OSS 120B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Distribution access URL,2,False,https://doi.org/10.5281/zenodo.10851081,N/A,0.0,0.02564102564102566,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
GPT-OSS 120B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Distribution access URL,2,False,https://doi.org/10.5281/zenodo.10851081,N/A,0.0,0.02564102564102566,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
GPT-OSS 120B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Distribution access URL,2,False,https://doi.org/10.5067/HLS/HLSS30.002,N/A,0.0,0.02631578947368418,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Distribution access URL,2,False,https://viewer.openearth.nl/wadden-viewer/download/geoserver?layers=100230540,Not specified,0.0,0.09090909090909094,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
GPT-OSS 120B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Distribution access URL,2,False,https://doi.org/10.17026/dans-2bd-kskz,N/A,0.0,0.02631578947368418,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Distribution access URL,2,False,https://viewer.openearth.nl/wadden-viewer/download/geoserver?layers=93966870,N/A,0.0,0.013157894736842146,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
GPT-OSS 120B,https://zenodo.org/records/8319440,Distribution access URL,2,False,https://doi.org/10.5281/zenodo.8319440,N/A,0.0,0.02631578947368418,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
GPT-OSS 120B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Distribution byte size,0,True,N/A,N/A,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
GPT-OSS 120B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Distribution byte size,0,True,N/A,N/A,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Distribution byte size,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
GPT-OSS 120B,https://zenodo.org/records/11440456,Distribution byte size,1,False,21.6 GB,N/A,0.0,0.0,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
GPT-OSS 120B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Distribution byte size,0,True,N/A,N/A,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
GPT-OSS 120B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Distribution byte size,0,True,N/A,N/A,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
GPT-OSS 120B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Distribution byte size,0,True,N/A,N/A,1.0,1.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Distribution byte size,0,True,N/A,Not specified,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
GPT-OSS 120B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Distribution byte size,0,True,N/A,N/A,1.0,1.0,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Distribution byte size,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
GPT-OSS 120B,https://zenodo.org/records/8319440,Distribution byte size,2,False,196.3 MB,N/A,0.0,0.0,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
GPT-OSS 120B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Distribution format,2,False,COG,N/A,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
GPT-OSS 120B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Distribution format,2,False,COG,N/A,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Distribution format,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
GPT-OSS 120B,https://zenodo.org/records/11440456,Distribution format,2,False,Camtrap DP format,N/A,0.0,0.0,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
GPT-OSS 120B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Distribution format,2,False,COG,N/A,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
GPT-OSS 120B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Distribution format,2,False,COG,N/A,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
GPT-OSS 120B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Distribution format,0,True,N/A,N/A,1.0,1.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Distribution format,2,False,vector,Not specified,0.0,0.15384615384615385,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
GPT-OSS 120B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Distribution format,2,False,"Currently, the files are only accessible in ArcGIS shapefiles. In may 2019 a conversion of MapInfo (mif/mid) will be added to the dataset.",N/A,0.07692307692307693,0.007246376811594235,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Distribution format,1,False,gml+xml ( 3.2.1 ),N/A,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
GPT-OSS 120B,https://zenodo.org/records/8319440,Distribution format,2,False,.tif,N/A,0.0,0.0,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
GPT-OSS 120B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Keywords,1,False,"landsat, ndvi, 30m",N/A,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
GPT-OSS 120B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Keywords,1,False,"species distribution model, tree species, landsat",N/A,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Keywords,2,False,"Human co-use, Wadden balance, Wadden provinces, Broad prosperity, Economy",Wadden Sea,0.16666666666666669,0.12328767123287676,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
GPT-OSS 120B,https://zenodo.org/records/11440456,Keywords,1,False,"ecology, camera trapping, dunes","ecology, camera trapping, dunes",1.0,1.0,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
GPT-OSS 120B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Keywords,1,False,"landsat, blue, 30m",N/A,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
GPT-OSS 120B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Keywords,1,False,"landsat, green, 30m","landsat, green, 30‑m",0.5714285714285715,0.95,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
GPT-OSS 120B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Keywords,1,False,"landsat, nasa, satellite-imagery, sentinel, usgs","landsat, nasa, satellite-imagery, sentinel, usgs",1.0,1.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Keywords,2,False,"Ecotope map, salt ecotope map, MWTL, intertidal zone, ecotopes, abiotic, morphology",Not specified,0.0,0.10843373493975905,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
GPT-OSS 120B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Keywords,1,False,"forest reserve, monitoring, database, non-intervention dynamics","forest reserve, monitoring, database, non‑intervention dynamics, Agricultural Sciences, Medicine, Health and Life Sciences",0.6666666666666666,0.5081967213114754,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Keywords,2,False,"Biotic, water bottom, TMAP, Trilateral Wadden sea, UNESCO world heritage, Nature value, Ecotopes",N/A,0.0,0.01041666666666663,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
GPT-OSS 120B,https://zenodo.org/records/8319440,Keywords,1,False,spatial downscaling; GLOBIO land use allocation model; land use projection; Socio-economic Pathway (SSP); Representative Concentration Pathways (RCP); scenarios,spatial downscaling; GLOBIO land use allocation model; land use projection; Socio-economic Pathway (SSP); Representative Concentration Pathways (RCP); scenarios,1.0,1.0,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
GPT-OSS 120B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,License,1,False,CC-BY-SA-4.0,N/A,0.0,0.08333333333333337,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
GPT-OSS 120B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,License,1,False,CC-BY-SA-4.0,N/A,0.0,0.08333333333333337,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,License,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
GPT-OSS 120B,https://zenodo.org/records/11440456,License,1,False,Creative Commons Attribution 4.0 International,N/A,0.0,0.021739130434782594,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
GPT-OSS 120B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,License,1,False,CC-BY-SA-4.0,N/A,0.0,0.08333333333333337,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
GPT-OSS 120B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,License,1,False,CC-BY-SA-4.0,N/A,0.0,0.08333333333333337,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
GPT-OSS 120B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,License,0,True,N/A,N/A,1.0,1.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,License,0,True,N/A,Not specified,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
GPT-OSS 120B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,License,1,False,DANS Licence,N/A,0.0,0.08333333333333337,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,License,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
GPT-OSS 120B,https://zenodo.org/records/8319440,License,1,False,Creative Commons Attribution 4.0 International,Creative Commons Attribution 4.0 International,1.0,1.0,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
GPT-OSS 120B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Metadata date,0,True,N/A,N/A,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
GPT-OSS 120B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Metadata date,0,True,N/A,N/A,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Metadata date,2,False,2025-04-11,N/A,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
GPT-OSS 120B,https://zenodo.org/records/11440456,Metadata date,1,False,"June 11, 2024",June 3 2024,0.6666666666666666,0.6153846153846154,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
GPT-OSS 120B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Metadata date,0,True,N/A,N/A,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
GPT-OSS 120B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Metadata date,0,True,N/A,Not specified,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
GPT-OSS 120B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Metadata date,0,True,N/A,2015-11-28 to 2026-02-25,0.0,0.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Metadata date,2,False,2017-01-31,Not specified,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
GPT-OSS 120B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Metadata date,2,False,2019-04-11,"April 11, 2019",0.3333333333333333,0.1428571428571429,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Metadata date,2,False,2024-09-03,2016-11-01,0.0,0.5,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
GPT-OSS 120B,https://zenodo.org/records/8319440,Metadata date,1,False,"September 6, 2023","September 5, 2023",0.6666666666666666,0.9411764705882353,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
GPT-OSS 120B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Metadata language,2,False,English,N/A,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
GPT-OSS 120B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Metadata language,2,False,English,N/A,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Metadata language,1,False,Dutch,N/A,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
GPT-OSS 120B,https://zenodo.org/records/11440456,Metadata language,2,False,English,English,1.0,1.0,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
GPT-OSS 120B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Metadata language,2,False,English,N/A,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
GPT-OSS 120B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Metadata language,2,False,English,English,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
GPT-OSS 120B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Metadata language,2,False,English,English,1.0,1.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Metadata language,1,False,Dutch,Not specified,0.0,0.15384615384615385,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
GPT-OSS 120B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Metadata language,1,False,English,English,1.0,1.0,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Metadata language,1,False,"Dutch, Flemish",Nederlands; Vlaams,0.0,0.11111111111111116,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
GPT-OSS 120B,https://zenodo.org/records/8319440,Metadata language,1,False,English,English,1.0,1.0,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
GPT-OSS 120B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Resource type,1,False,imagery,N/A,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
GPT-OSS 120B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Resource type,2,False,veg,N/A,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Resource type,0,True,N/A,geospatial dataset,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
GPT-OSS 120B,https://zenodo.org/records/11440456,Resource type,1,False,Dataset,research dataset,0.6666666666666666,0.375,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
GPT-OSS 120B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Resource type,1,False,imagery,N/A,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
GPT-OSS 120B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Resource type,1,False,imagery,imagery,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
GPT-OSS 120B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Resource type,0,True,N/A,ImageCollection of satellite imagery,0.0,0.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
GPT-OSS 120B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Resource type,0,True,N/A,Not specified,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
